timestamp,status_code,response_time_ms,success,error
2026-08-31T18:44:56.141888+00:00,200,70.82,True,
2026-08-31T18:45:13.299406+00:00,200,20.29,True,
2026-08-31T18:45:13.895961+00:00,200,17.44,True,
2026-08-31T18:45:16.147407+00:00,200,24.56,True,
2026-08-31T18:45:18.668118+00:00,200,26.28,True,
